mH(GeV)	CrossSection(pb)	+QCDScale%	-QCDScale%	(PDF+as)%	+full%	-full%
290.	2.515510286284212	5.8	-6.2	3.2	6.624198064671678	-6.977105417004964
300.	2.2844089498082685	5.8	-6.2	3.3	6.673080248281149	-7.023531875061151
310.	2.0797147705265164	5.8	-6.1	3.3	6.673080248281149	-6.93541635375988
320.	1.8992562914681548	5.8	-6.	3.3	6.673080248281149	-6.847627326307997
330.	1.7404855386254146	5.8	-5.9	3.4	6.723094525588644	-6.809552114493288
340.	1.606174033411495	5.9	-5.9	3.4	6.809552114493288	-6.809552114493288
350.	1.5122639954382429	5.9	-5.8	3.4	6.809552114493288	-6.723094525588644
360.	1.327047222079027	5.9	-5.8	3.5	6.860029154456998	-6.774215821775979
370.	1.1823374539196112	5.9	-5.7	3.5	6.860029154456998	-6.688796603276257
380.	1.0653063029839969	5.9	-5.6	3.6	6.911584478250989	-6.657326790837295
390.	0.9688851569793857	5.9	-5.6	3.6	6.911584478250989	-6.657326790837295
400.	0.8869647139585659	5.9	-5.5	3.6	6.911584478250989	-6.573431371817918
410.	0.8165980929817597	5.9	-5.5	3.7	6.96419413859206	-6.62872536767062
420.	0.754881071604821	5.9	-5.4	3.7	6.96419413859206	-6.545991139621258
430.	0.7008244764688412	5.9	-5.4	3.8	7.0178344238090995	-6.603029607687671
440.	0.6525313397023261	5.9	-5.4	3.8	7.0178344238090995	-6.603029607687671
450.	0.6088755076293265	5.9	-5.3	3.9	7.07248188403477	-6.58027355054484
460.	0.5695841561320979	5.9	-5.3	3.9	7.07248188403477	-6.58027355054484
470.	0.5335795801560419	5.9	-5.3	4.	7.128113354878695	-6.640030120413612
480.	0.5006639998561547	5.9	-5.3	4.	7.128113354878695	-6.640030120413612
490.	0.4702132944910493	5.9	-5.2	4.1	7.184705978674423	-6.621933252457322
500.	0.4420575728114703	5.9	-5.2	4.2	7.242237223399963	-6.684309986827362
550.	0.3299002257118958	5.9	-5.1	4.4	7.360027173862879	-6.735725647619565
600.	0.2497020416266787	6.	-5.1	4.8	7.683749084919419	-7.003570517957251
650.	0.19111979949589247	6.	-5.1	5.1	7.874642849044013	-7.212489168102785
700.	0.1475844238033776	6.1	-5.2	5.4	8.146778504415105	-7.496665925596525
750.	0.11490129643116491	6.1	-5.2	5.8	8.417244204607586	-7.789736837660179
800.	0.09008788660168146	6.2	-5.2	6.1	8.697700845625814	-8.0156097709407
850.	0.0710715515805186	6.3	-5.3	6.5	9.052071586106685	-8.386894538504702
900.	0.05641704428378202	6.3	-5.4	6.9	9.343446901438464	-8.76184911990614
950.	0.045043109527569354	6.4	-5.4	7.3	9.7082439194738	-9.08019823572151
1000.	0.036136787329304136	6.5	-5.5	7.7	10.076705810928491	-9.462557793746889
1050.	0.029108786620584984	6.6	-5.6	8.1	10.448444860360798	-9.84733466477097
1100.	0.023577737020997063	6.7	-5.6	8.5	10.82312339391915	-10.178899744078434
1150.	0.019169452753095763	6.7	-5.7	8.9	11.140017953306899	-10.56882207249228
1200.	0.015639303678878	6.8	-5.8	9.3	11.520850663036997	-10.960383204979651
1250.	0.012811313755224468	6.9	-5.8	9.8	11.985407794480755	-11.387712676389407
1300.	0.01052000601615637	7.	-5.9	10.2	12.370933675353692	-11.783462988442743
1350.	0.008667147530956197	7.1	-6.	10.7	12.841339493993607	-12.267436570041843
1400.	0.007165527814536381	7.3	-6.1	11.1	13.285330255586423	-12.665701717630965
1450.	0.005936527133420878	7.4	-6.2	11.6	13.759360450253492	-13.152946437965905
1500.	0.004930713335584811	7.6	-6.2	12.1	14.288806808127822	-13.595955280891445
1550.	0.004101412273268597	7.7	-6.3	12.6	14.76651617681029	-14.087228258248675
1600.	0.003421545888883418	7.8	-6.4	13.2	15.332318807016765	-14.669696656713798
1650.	0.002858853155038557	7.9	-6.5	13.7	15.814550262337528	-15.163772617656859
1700.	0.002392974372860054	7.9	-6.6	14.3	16.337074401495514	-15.749603169603988
1750.	0.0020065744652491414	8.	-3.6	15.	17.	-15.42595215861893
1800.	0.001685392549245215	8.	-4.3	15.	17.	-15.604166110369372
1850.	0.0014169957114621677	8.1	-4.9	15.3	17.31184565550421	-16.065490966665166
1900.	0.0011929914888584641	8.1	-5.4	15.9	17.844326829555662	-16.791962362987835
1950.	0.0010060007846410366	8.2	-5.9	16.6	18.51485889765299	-17.617321022221287
2000.	0.0008488870715484279	8.2	-6.3	17.4	19.235384061671343	-18.505404615949363
2050.	0.0007171467313083966	8.2	-6.7	18.2	19.961963831246663	-19.394071259021402
2100.	0.0006058892692900856	8.3	-7.1	19.1	20.825465180878915	-20.376947759662144
2150.	0.0005140026799510328	8.3	-7.4	20.	21.65386801474508	-21.325102578885758
2200.	0.000434369837137199	8.4	-7.6	20.8	22.432119828495924	-22.144976857066254
2250.	0.00036801512583543904	8.4	-7.9	21.7	23.269078194032527	-23.09328906847182
2300.	0.0003122631617790867	8.4	-8.1	22.6	24.110578591149572	-24.007707095847366
2350.	0.00026499161340891276	8.5	-8.2	23.5	24.9899979991996	-24.88955604264568
2400.	0.00022486726989608125	8.5	-8.4	24.4	25.838150088580257	-25.805425786062898
2450.	0.00019072712949430871	8.6	-8.5	25.3	26.721714016881478	-26.689698387205503
2500.	0.00016203575139721598	8.6	-8.6	26.2	27.575351312358652	-27.575351312358652
2550.	0.00013781873754710575	8.6	-8.6	27.1	28.431848339494216	-28.431848339494216
2600.	0.00011682056945785203	8.7	-8.7	28.	29.32047066470796	-29.32047066470796
2650.	0.00009963248156968457	8.7	-8.7	28.9	30.18111992620552	-30.18111992620552
2700.	0.00008449194704624044	8.8	-8.8	29.9	31.168092658999843	-31.168092658999843
2750.	0.00007179595055928673	8.8	-8.8	30.8	32.03248351283428	-32.03248351283428
2800.	0.00006125415499361956	8.8	-8.8	31.8	32.99515115892031	-32.99515115892031
2850.	0.00005191760134317475	8.9	-8.9	32.9	34.08254685319159	-34.08254685319159
2900.	0.00004420936595425968	8.9	-8.9	34.	35.14555448417339	-35.14555448417339
2950.	0.00003755718366331812	9.	-9.	35.1	36.235479850555315	-36.235479850555315
3000.	0.00003181015381280912	9.	-9.	36.2	37.302010669667666	-37.302010669667666
