mH(GeV)	CrossSection(pb)	+QCDScale%	-QCDScale%	(PDF+as)%	+full%	-full%
1550.	0.00018000147999999998	0.4	-1.1	2.9	2.9274562336608896	-3.1016124838541645
1600.	0.00016023292	0.4	-1.1	3.	3.026549190084311	-3.1953090617340916
1650.	0.00014281776	0.5	-1.2	3.	3.0413812651491097	-3.2310988842807022
1700.	0.00012748704	0.5	-1.2	3.1	3.1400636936215167	-3.3241540277189325
1750.	0.00011390456	0.5	-1.2	3.1	3.1400636936215167	-3.3241540277189325
1800.	0.0001018686	0.5	-1.3	3.2	3.23882694814033	-3.453983207834109
1850.	0.00009124468	0.5	-1.3	3.2	3.23882694814033	-3.453983207834109
1900.	0.00008183108	0.6	-1.4	3.3	3.3541019662496843	-3.584689665786984
1950.	0.00007342607999999999	0.6	-1.4	3.4	3.4525353003264136	-3.676955262170047
2000.	0.000065922096	0.6	-1.5	3.4	3.4525353003264136	-3.716180835212409
2050.	0.000059251888	0.6	-1.5	3.5	3.5510561809129406	-3.8078865529319543
2100.	0.000053294424	0.7	-1.6	3.6	3.66742416417845	-3.939543120718442
2150.	0.00004797574	0.7	-1.6	3.6	3.66742416417845	-3.939543120718442
2200.	0.000043221872	0.7	-1.7	3.7	3.7656340767525465	-4.071854614300467
2250.	0.000038958856	0.7	-1.7	3.8	3.8639358172723313	-4.162931659299729
2300.	0.000035146348	0.7	-1.8	3.8	3.8639358172723313	-4.2047592083257275
2350.	0.000031717108	0.8	-1.8	3.9	3.9812058474788765	-4.295346318982906
2400.	0.000028637516	0.8	-1.8	4.	4.079215610874228	-4.386342439892262
2450.	0.000025873952	0.8	-1.9	4.1	4.177319714841085	-4.518849411078001
2500.	0.000023386072	0.8	-1.9	4.2	4.27551166528639	-4.6097722286464435
2550.	0.000021146979999999998	0.9	-2.	4.2	4.295346318982906	-4.651881339845203
2600.	0.000019136504	0.9	-2.	4.3	4.393176527297759	-4.742362280551751
2650.	0.0000173143	0.9	-2.1	4.4	4.491102314577124	-4.8754486972995625
2700.	0.000015673644000000002	1.	-2.1	4.5	4.6097722286464435	-4.965883607174055
2750.	0.000014201088	1.	-2.2	4.6	4.707440918375927	-5.0990195135927845
2800.	0.000012869736	1.	-2.2	4.7	4.805205510693586	-5.189412298131649
2850.	0.000011659416000000001	1.	-2.3	4.8	4.903060268852505	-5.322593352868505
2900.	0.000010570128	1.	-2.3	4.9	5.000999900019996	-5.412947441089743
2950.	9.588424e-6	1.1	-2.4	5.	5.119570294468081	-5.546169849544818
3000.	8.694132000000001e-6	1.1	-2.4	5.1	5.217278984298233	-5.63648826841678
