mH(GeV)	CrossSection(pb)	+QCDScale%	-QCDScale%	(PDF+as)%	+full%	-full%
1200.	0.09948628087592272	5.6	-4.9	5.6	7.919595949289332	-7.441102068914255
1250.	0.0849060253234846	5.6	-4.9	5.9	8.1344944526381	-7.669419795525605
1300.	0.07263813677822255	5.6	-4.9	6.1	8.280700453464066	-7.824321056807421
1350.	0.06237616412042492	5.6	-5.	6.3	8.429116205154607	-8.043009387039158
1400.	0.0537133069806263	5.7	-5.	6.5	8.645229898620395	-8.200609733428363
1450.	0.04635596083378577	5.8	-5.	6.8	8.937561188601732	-8.440379138403676
1500.	0.04013465567129445	5.9	-5.1	7.	9.154780172128657	-8.66083136886985
1550.	0.03482442400910418	6.1	-5.1	7.3	9.513148795220223	-8.905054744357274
1600.	0.03029137344752101	6.3	-5.1	7.5	9.794896630388704	-9.069729874698584
1650.	0.026388520696051326	6.5	-5.2	7.7	10.076705810928491	-9.291393867445294
1700.	0.023030413018169563	6.8	-5.2	8.	10.499523798725349	-9.54148835350125
1750.	0.020160939645759757	9.4	-3.5	7.5	12.025389806571761	-8.276472678623424
1800.	0.01766837291503038	9.1	-3.9	7.9	12.050726119201283	-8.810221336606704
1850.	0.01551345555828352	8.8	-4.2	8.2	12.028299963003915	-9.213034245024817
1900.	0.01364632714463457	8.6	-4.5	8.6	12.162236636408617	-9.706183596038146
1950.	0.012011813539186268	8.4	-4.7	9.	12.310970717209914	-10.153324578678651
2000.	0.010595205360489302	8.3	-4.9	9.4	12.539936203984453	-10.600471687618434
2050.	0.009363591491037007	8.2	-5.1	9.7	12.70157470552372	-10.959014554237985
2100.	0.00828599950532273	8.1	-5.3	10.	12.868954891520913	-11.317685275708987
2150.	0.007325521840916598	8.1	-5.5	10.4	13.182184947875674	-11.764777940955792
2200.	0.006489503153251864	8.1	-5.6	10.7	13.420134127496638	-12.076837334335508
2250.	0.005768995378177143	8.1	-5.7	11.	13.660527076214885	-12.389108119634763
2300.	0.005128703287572759	8.1	-5.8	11.3	13.903237033151669	-12.701574705523722
2350.	0.00455840495604969	8.2	-5.9	11.6	14.205632685663812	-13.014222988715078
2400.	0.004058935109131423	8.3	-6.	11.9	14.50861812854691	-13.32704018152568
2450.	0.0036157613947258886	8.3	-6.	12.2	14.755676873664589	-13.595587519485871
2500.	0.0032240327437807743	8.4	-6.1	12.5	15.060212481900779	-13.908989898623119
2550.	0.0028733002445495343	8.5	-6.2	12.8	15.36522046701576	-14.22251735804882
2600.	0.0025748702885182427	8.6	-6.2	13.1	15.670673246545599	-14.493101807411689
2650.	0.0023001968413837144	8.7	-6.3	13.4	15.976545308670458	-14.807092894960848
2700.	0.0020534267226452415	8.7	-6.3	13.7	16.22898641320523	-15.07912464302885
2750.	0.0018425572384287226	8.8	-6.4	14.	16.53602128687551	-15.393505123915086
2800.	0.0016494957990338857	8.9	-6.5	14.4	16.928378540191027	-15.799050604387595
2850.	0.0014785629164736378	8.9	-6.6	14.7	17.18429515575195	-16.11365880239494
2900.	0.0013254541201623117	8.9	-6.7	15.1	17.52769237521015	-16.519685227025363
2950.	0.0011897930602739917	8.9	-6.8	15.5	17.87344398821895	-16.926015479137433
3000.	0.001062969071111236	8.9	-6.9	15.9	18.221415971323413	-17.332628190785147
