mH(GeV)	CrossSection(pb)	+QCDScale%	-QCDScale%	(PDF+as)%	+full%	-full%
10.	401.9766591636139	47.9	-37.3	6.5	48.33901116075917	-37.86211827143325
15.	495.7572641043832	33.6	-27.7	5.1	33.98484956565205	-28.16558183315232
20.	461.5283000877268	24.9	-21.2	4.4	25.28576674732249	-21.651789764358973
25.	414.30510404617377	20.3	-17.1	4.1	20.709901013766338	-17.58465239918037
30.	367.37642630081103	18.1	-14.8	4.	18.53672031401456	-15.33101431738944
35.	321.4775500606617	15.9	-13.4	3.8	16.347782724271816	-13.92838827718412
40.	277.40655517902	14.2	-12.6	3.8	14.699659860010366	-13.16054710108968
45.	236.77665453881468	13.	-11.9	3.7	13.51628647225265	-12.461942063739505
50.	201.0561014276712	12.	-11.3	3.6	12.52836781069266	-11.859595271340417
55.	170.79653378001296	11.2	-10.8	3.6	11.764352935882194	-11.384199576606166
60.	145.5483057412211	10.6	-10.4	3.5	11.16288493177279	-10.973149046650192
65.	124.68910522524689	10.1	-10.1	3.5	10.689246933250255	-10.689246933250255
70.	107.52592911996295	9.7	-9.8	3.4	10.278618584226189	-10.373041983911953
75.	93.34743876677206	9.3	-9.5	3.4	9.902019995940224	-10.090094152187085
80.	81.55614520596646	9.	-9.3	3.3	9.585927185202275	-9.868130522039117
85.	71.72871673756718	8.7	-9.1	3.3	9.304837451562493	-9.67987603226405
90.	63.432453331108576	8.5	-8.9	3.3	9.118113840043893	-9.49210198006743
95.	56.41644342617245	8.3	-8.7	3.3	8.931965069345043	-9.304837451562493
100.	50.414960368594286	8.1	-8.6	3.2	8.709190547921201	-9.176055797563569
105.	45.24786446366582	7.9	-8.4	3.2	8.523496934944014	-8.988882021697693
110.	40.78789617600384	7.7	-8.3	3.2	8.338465086573187	-8.895504482602435
115.	36.927180542929214	7.6	-8.2	3.2	8.246211251235321	-8.802272433866154
120.	33.54451432889352	7.5	-8.1	3.2	8.154140052758477	-8.709190547921201
125.	30.556643570304672	7.3	-8.	3.1	7.930952023559341	-8.579627031520658
130.	27.932849788964695	7.2	-7.9	3.1	7.8390050389064045	-8.48645980371085
135.	25.59539759515041	7.1	-7.8	3.1	7.747257579298625	-8.393449827097319
140.	23.517986461735468	7.	-7.7	3.1	7.6557168181692825	-8.300602387778854
145.	21.675601074467956	6.9	-7.6	3.1	7.5643902596309776	-8.207923001588162
150.	20.013269005948082	6.8	-7.5	3.1	7.473285756613351	-8.115417426109392
160.	17.173813644216434	6.6	-7.4	3.1	7.291776189653656	-8.023091673413685
170.	14.83811033068703	6.5	-7.3	3.1	7.201388754955532	-7.930952023559341
180.	12.905706335797506	6.4	-7.1	3.1	7.11125867902441	-7.747257579298625
190.	11.29480968276456	6.2	-7.	3.1	6.931810730249349	-7.6557168181692825
200.	9.937416003818166	6.1	-6.9	3.1	6.8425141578224	-7.5643902596309776
210.	8.780593686699603	6.	-6.8	3.1	6.753517601961218	-7.473285756613351
220.	7.795482497892103	6.	-6.7	3.1	6.753517601961218	-7.3824115301167
230.	6.948812901467602	5.9	-6.6	3.1	6.664833081180653	-7.291776189653656
240.	6.216131219322364	5.9	-6.6	3.2	6.711929677819934	-7.334848328356899
250.	5.579625772373578	5.8	-6.5	3.2	6.624198064671678	-7.244998274671983
260.	5.0238396808740315	5.8	-6.4	3.2	6.624198064671678	-7.155417527999328
270.	4.536581851843381	5.8	-6.3	3.2	6.624198064671678	-7.066116330771806
280.	4.109579398118203	5.8	-6.3	3.2	6.624198064671678	-7.066116330771806
290.	3.7305391436930133	5.8	-6.2	3.2	6.624198064671678	-6.977105417004964
300.	3.395838776764576	5.8	-6.2	3.3	6.673080248281149	-7.023531875061151
310.	3.099088605830333	5.8	-6.1	3.3	6.673080248281149	-6.93541635375988
320.	2.837384706995057	5.8	-6.	3.3	6.673080248281149	-6.847627326307997
330.	2.6072710183066587	5.8	-5.9	3.4	6.723094525588644	-6.809552114493288
340.	2.413366182262049	5.9	-5.9	3.4	6.809552114493288	-6.809552114493288
350.	2.28087413807576	5.9	-5.8	3.4	6.809552114493288	-6.723094525588644
360.	2.010760478197588	5.9	-5.8	3.5	6.860029154456998	-6.774215821775979
370.	1.7977079107146032	5.9	-5.7	3.5	6.860029154456998	-6.688796603276257
380.	1.6238258901065645	5.9	-5.6	3.6	6.911584478250989	-6.657326790837295
390.	1.4793895942758233	5.9	-5.6	3.6	6.911584478250989	-6.657326790837295
400.	1.3557711357965962	5.9	-5.5	3.6	6.911584478250989	-6.573431371817918
410.	1.248936031592186	5.9	-5.5	3.7	6.96419413859206	-6.62872536767062
420.	1.1547626568819416	5.9	-5.4	3.7	6.96419413859206	-6.545991139621258
430.	1.0719551319971024	5.9	-5.4	3.8	7.0178344238090995	-6.603029607687671
440.	0.9977585723932013	5.9	-5.4	3.8	7.0178344238090995	-6.603029607687671
450.	0.9305492403556177	5.9	-5.3	3.9	7.07248188403477	-6.58027355054484
460.	0.8699746039409366	5.9	-5.3	3.9	7.07248188403477	-6.58027355054484
470.	0.8144292312159318	5.9	-5.3	4.	7.128113354878695	-6.640030120413612
480.	0.7636363889320182	5.9	-5.3	4.	7.128113354878695	-6.640030120413612
490.	0.716657917804918	5.9	-5.2	4.1	7.184705978674423	-6.621933252457322
500.	0.6732415421247405	5.9	-5.2	4.2	7.242237223399963	-6.684309986827362
550.	0.5007049419261591	5.9	-5.1	4.4	7.360027173862879	-6.735725647619565
600.	0.37801731470845823	6.	-5.1	4.8	7.683749084919419	-7.003570517957251
650.	0.28885899148468325	6.	-5.1	5.1	7.874642849044013	-7.212489168102785
