800	9.31e+00
900	5.82e+00
1000	3.78e+00
1100	2.52e+00
1200	1.68e+00
1300	1.12e+00
1400	7.50e-01
1500	5.01e-01
1600	3.48e-01
1700	2.42e-01
1800	1.68e-01
1900	1.17e-01
2000	8.19e-02
2100	5.80e-02
2200	4.11e-02
2300	2.91e-02
2400	2.06e-02
2500	1.46e-02
2600	1.03e-02
2700	7.25e-03
2800	5.11e-03
2900	3.60e-03
3000	2.54e-03
