260	8.49e+02
300	7.92e+02
400	3.25e+02
500	1.67e+02
600	1.01e+02
700	6.49e+01
750	5.27e+01
800	4.37e+01
900	3.00e+01
1000	2.11e+01
1100	1.54e+01
