800	8.38e+01
900	5.24e+01
1000	3.40e+01
1100	2.27e+01
1200	1.51e+01
1300	1.01e+01
1400	6.75e+00
1500	4.51e+00
1600	3.13e+00
1700	2.18e+00
1800	1.52e+00
1900	1.06e+00
2000	7.37e-01
2100	5.22e-01
2200	3.70e-01
2300	2.62e-01
2400	1.85e-01
2500	1.31e-01
2600	9.26e-02
2700	6.53e-02
2800	4.60e-02
2900	3.24e-02
3000	2.29e-02
