260	7.64e+03
300	7.13e+03
400	2.92e+03
500	1.50e+03
600	9.08e+02
700	5.84e+02
750	4.74e+02
800	3.93e+02
900	2.70e+02
1000	1.90e+02
1100	1.38e+02
