260	2.06e+00
300	3.94e+01
400	6.54e+01
500	3.19e+01
600	1.42e+01
700	6.26e+00
750	4.46e+00
800	3.05e+00
900	1.55e+00
1000	8.30e-01
1100	4.83e-01
