260	6.87e+00
300	1.36e+02
400	2.32e+02
500	1.23e+02
600	5.73e+01
700	2.84e+01
750	2.04e+01
800	1.50e+01
900	8.16e+00
1000	4.74e+00
1100	3.00e+00
