mG(GeV)	XS(pb)	pdf(%)	scale(%)	alphsS(%)	full(%)
200	1.6457328620775002e8	3.4157925388032617	16.028667360673055	0.04733699773095469	16.388656345735118
260	3.555090373313609e7	3.1540699617448062	16.060445351386836	0.046219975653240895	16.36729050559723
300	1.4744298146000002e7	2.952855589294564	16.152620799390675	0.04312914899348225	16.42036464100689
400	2.745985074975e6	3.1478588557410916	15.564688512456874	0.048370023464013735	15.879889279357224
700	100745.61602510205	3.313002022717747	15.074707579279071	0.05116764955082051	15.434552443516667
750	67716.336448	3.0438959754541415	15.086453010939618	0.049347903071939155	15.390542627737744
800	45774.669172500006	2.9825927765414164	15.04259501011255	0.051591615241045725	15.335520402115582
900	22705.175371111112	3.0225952699160947	14.798054836987495	0.049413815982090076	15.10367342236378
1000	12546.42458742	3.1418242188956573	14.63085093173658	0.053061188624247364	14.964480408583345
1500	1217.1431761600002	3.31819968100699	13.615531234742356	0.05617045974362784	14.01414624755384
1800	447.1284454722222	2.54733969822301	12.543098850941348	0.06138141890300697	12.799298262061697
2000	250.12561151025	2.5922485012019614	12.229663555737412	0.06265660764564368	12.501533859050948
2500	77.59740136895998	2.2362877929256766	11.229166071485237	0.06896947604567481	11.449886922690965
3000	31.027217213000004	2.0498422907768896	10.653515156339532	0.07845663465768428	10.849211678593768
3500	14.968816138285716	1.824092525813903	10.32681410988794	0.0886617353042126	10.487052212429283
4500	4.782289582888887	1.8035184189343814	11.178766942365586	0.0995399939260423	11.323754556221711
5000	2.993360377751999	1.7692286247678202	11.692709086902662	0.10426012299790358	11.826262549549686
6000	1.3778094375250003	1.8975389990172997	12.5127193144342	0.10395716706928472	12.656208199424949
6500	0.977158097318343	1.9987340867029846	13.052430685475322	0.10345509919308571	13.204983442096218
7000	0.7118927935163266	2.0983901360475543	13.572189974030465	0.10265795077431697	13.733831239282503
