mG(GeV)	Gamma[ktilda=0.1](GeV)	gluglu	WW ZZ	γγ	tt	hh 
362	0.019909874401990563	0.0035586760991929652	0.6104706174859761	0.33897565096775695	0.00044483451239912065	0.007433682075229919	0.039080206831166496
363	0.02006306186566124	0.003560852079048062	0.6095857373975138	0.3383641723024513	0.00044510650988100777	0.008411374435316804	0.03959640298399809
364	0.02021814823648107	0.003562821339325995	0.6086747379665024	0.33773875879024384	0.0004453526674157494	0.009431478833677532	0.04011047595836077
365	0.02037513082068337	0.0035645889609038045	0.6077386060858785	0.33709998139332525	0.00044557362011297556	0.010492496664207578	0.0406223607373766
366	0.02053400846452048	0.0035661597154708602	0.6067782664461249	0.3364483753735922	0.00044576996443385753	0.011593027286483669	0.04113199259222688
367	0.020694781256017047	0.0035675381235284933	0.6057945921153974	0.3357844462301405	0.00044594226544106166	0.01273175098268383	0.04163930754176978
368	0.020857450294054464	0.003568728498898713	0.6047884126977768	0.33510867428212726	0.0004460910623623391	0.013907415818576654	0.042144242699911454
369	0.02102201750700668	0.003569734983301741	0.6037605207073254	0.33442151825356325	0.0004462168729127176	0.015118827380770281	0.04264673654025317
370	0.02118848550850277	0.0035705615734954294	0.6027116766049091	0.33372341810999234	0.0004463201966869287	0.016364840669913033	0.04314672909858304
371	0.021356857481450157	0.0035712121427594118	0.6016426128176632	0.3330147973259561	0.00044640151784492647	0.01764435363439162	0.04364416212785691
372	0.0215271370838726	0.0035716904580228416	0.6005540369742836	0.3322960647136722	0.0004464613072528552	0.018956301968815065	0.04413897921630113
373	0.02169932837179902	0.003572000193597577	0.5994466345289166	0.3315676159095693	0.0004465000241996971	0.02029965489891902	0.04463112587649315
374	0.021873435735629436	0.003572144942239642	0.5983210709035395	0.33082983459134085	0.00044651811777995525	0.021673411743619555	0.04512054961131806
375	0.022049463847261717	0.0035721282240893794	0.5971779932477639	0.33008309348085985	0.0004465160280111724	0.02307659909481891	0.04560719996129489
